,variant,correct_counts_6261_z_F_7,correct_counts_6261_z_F_6,correct_counts_6261_z_F_4,correct_counts_6261_z_F_5,correct_counts_6261_z_F_1,correct_counts_6261_z_F_2,correct_counts_6261_z_F_3,correct_counts_6261_z_F_8,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
1114,11111101110,72.0,38.0,117.0,151.0,40.0,80.0,57.0,98.0,2439.2319218693224,6200.105508863468,3523.4742714144204,4863.593370505935,3837.8831040090536,2633.7309719409373,4055.670871132455,2992.848297675529,3.2982566611299338
1115,11111101000,72.0,73.0,195.0,141.0,80.0,63.0,79.0,106.0,4878.463843738645,4882.583088229981,4883.411709504197,8105.988950843225,3583.718660034944,5059.535814518116,4055.670871132455,3237.1624444245517,3.2887449823478625
1116,11110101010,72.0,31.0,126.0,198.0,34.0,58.0,71.0,49.0,2073.347133588924,4495.076493926013,4388.889004744278,5237.71593746793,5032.455990687368,2148.5700034255015,4055.670871132455,1496.4241488377645,3.29782555542201
1117,11010011011,72.0,76.0,304.0,271.0,104.0,87.0,153.0,45.0,6342.0029968602375,6742.61474088902,9457.746728533444,12637.028928494054,6887.8564316983675,5267.4619438818745,4055.670871132455,1374.2670754632531,3.1978861360474324
1118,10111100110,72.0,48.0,69.0,137.0,106.0,106.0,53.0,253.0,6463.964592953704,8215.139799244094,3276.2129190344613,2868.2730133752952,3482.0528824453004,3326.8180698201313,4055.670871132455,7726.434890937845,3.280782929581539
1119,10101101011,72.0,65.0,94.0,181.0,80.0,60.0,46.0,187.0,4878.463843738645,4650.079131647601,2843.5055523695323,3907.5023660475035,4600.376435931382,4505.066136214761,4055.670871132455,5710.843180258407,3.374758954554269
1120,10101100000,72.0,103.0,170.0,318.0,121.0,31.0,117.0,203.0,7378.6765636547,2402.5408846845935,7232.39455711381,7066.7595981710165,8082.429318376682,7138.797108155698,4055.670871132455,6199.471473756453,3.3607860017657285
1121,10101011001,72.0,63.0,173.0,206.0,139.0,106.0,92.0,183.0,8476.330928495894,8215.139799244094,5687.011104739065,7191.467120491682,5235.787545866656,4366.448716638922,4055.670871132455,5588.686106883896,3.212236189754306
1122,10001101000,72.0,78.0,116.0,215.0,70.0,31.0,48.0,126.0,4268.655863271314,2402.5408846845935,2967.136228559512,4822.024196399047,5464.535545443354,5406.079363457713,4055.670871132455,3847.9478112971087,3.4153172172224164
1123,01011001100,72.0,128.0,286.0,369.0,224.0,46.0,187.0,80.0,13659.698762468204,3565.0606675964937,11559.468223763099,11888.783794570063,9378.66798264464,8871.514852853683,4055.670871132455,2443.1414674902276,3.1868494670852034
1124,00110101011,72.0,182.0,215.0,318.0,105.0,52.0,93.0,126.0,6402.983794906971,4030.0685807612535,5748.826442834054,8937.372432980992,8082.429318376682,12614.18518140133,4055.670871132455,3847.9478112971087,3.3754041053338146
1125,00101000111,72.0,56.0,135.0,121.0,106.0,60.0,44.0,375.0,6463.964592953704,4650.079131647601,2719.8748761795528,5611.838504429925,3075.389772086725,3881.2877481234864,4055.670871132455,11452.225628860442,3.43720911347042
1126,00011011110,72.0,66.0,196.0,247.0,154.0,51.0,164.0,192.0,9391.042899196891,3952.5672619004604,10137.715447578334,8147.558124950114,6277.861766160505,4574.37484600268,4055.670871132455,5863.539521976546,3.237448138582581
1127,00010001011,72.0,164.0,159.0,239.0,150.0,28.0,77.0,141.0,9147.119707009959,2170.0369281022136,4759.781033314217,6609.498682995245,6074.530210981217,11366.628405218782,4055.670871132455,4306.036836451526,3.347225744421385
1128,00001100110,72.0,108.0,84.0,114.0,162.0,41.0,43.0,313.0,9878.889283570756,3177.554073292527,2658.059538084563,3491.81062497862,2897.4746613048483,7485.340657095295,4055.670871132455,9558.790991555516,3.380697240270759
1129,00000111010,72.0,130.0,315.0,326.0,149.0,30.0,141.0,30.0,9086.138908963225,2325.0395658238003,8715.962671393567,13094.289843669825,8285.76087355597,9010.132272429522,4055.670871132455,916.1780503088354,3.2533851489494183
1130,00000011000,72.0,98.0,281.0,378.0,237.0,49.0,195.0,47.0,14452.449137075733,3797.5646241788736,12053.990928523017,11680.937924035621,9607.415982221339,6792.253559216101,4055.670871132455,1435.3456121505087,3.1373295933674865
1131,00000001001,72.0,195.0,156.0,315.0,219.0,52.0,118.0,142.0,13354.79477223454,4030.0685807612535,7294.2098952088,6484.79116067458,8006.179985184449,13515.198408644283,4055.670871132455,4336.576104795154,3.2605442274094667
1132,11110011001,71.0,39.0,83.0,142.0,39.0,64.0,53.0,92.0,2378.2511238225893,4960.084407090773,3276.2129190344613,3450.2414508717316,3609.135104432355,2703.0396817288565,3999.342109033393,2809.612687613762,3.324490060435786
1133,11101011110,71.0,60.0,200.0,228.0,94.0,95.0,110.0,72.0,5732.195016392907,7362.625291775367,6799.687190448882,8313.834821377666,5794.9493226096965,4158.5225872751635,3999.342109033393,2198.827320741205,3.197123805249073
1134,11100101100,71.0,61.0,122.0,170.0,149.0,94.0,74.0,93.0,9086.138908963225,7285.123972914574,4574.335019029248,5071.439241040377,4320.795547559862,4227.831297063083,3999.342109033393,2840.15195595739,3.1375979086389303
1135,11100011001,71.0,43.0,136.0,147.0,156.0,73.0,57.0,67.0,9513.004495290357,5657.596276837914,3523.4742714144204,5653.407678536813,3736.21732641941,2980.274520880534,3999.342109033393,2046.1309790230657,3.1123197739699484
1136,10101100110,71.0,50.0,84.0,130.0,79.0,114.0,38.0,213.0,4817.483045691912,8835.150350130441,2348.9828476096136,3491.81062497862,3304.1377716634233,3465.43548939597,3999.342109033393,6504.864157192731,3.2903307954201564
1137,10100100011,71.0,71.0,145.0,220.0,118.0,64.0,67.0,279.0,7195.7341695145005,4960.084407090773,4141.627652364319,6027.530245498809,5591.617767430409,4920.918394942278,3999.342109033393,8520.45586787217,3.3626629472165264
1138,01010001110,71.0,99.0,225.0,315.0,128.0,52.0,114.0,106.0,7805.542149981831,4030.0685807612535,7046.948542828841,9353.064174049876,8006.179985184449,6861.562269004021,3999.342109033393,3237.1624444245517,3.2761070346284065
1139,00101011010,71.0,80.0,170.0,227.0,82.0,52.0,86.0,32.0,5000.425439832111,4030.0685807612535,5316.119076169126,7066.7595981710165,5769.532878212286,5544.696783033552,3999.342109033393,977.2565869960911,3.2636699831832647
1140,00010101011,71.0,235.0,196.0,234.0,129.0,41.0,102.0,236.0,7866.522948028564,3177.554073292527,6305.164485688963,8147.558124950114,5947.447988994162,16287.546800161059,3999.342109033393,7207.267329096172,3.4210646429418747
1141,00010000000,71.0,207.0,196.0,241.0,126.0,23.0,101.0,105.0,7683.580553888365,1782.5303337982468,6243.349147593974,8147.558124950114,6125.363099776039,14346.902926099316,3999.342109033393,3206.6231760809237,3.374083068799519
1142,00000011001,71.0,104.0,180.0,305.0,97.0,50.0,97.0,35.0,5915.137410533106,3875.065943039667,5996.087795214014,7482.4513392399,7752.0155412103395,7208.105817943618,3999.342109033393,1068.8743920269746,3.2798056287203283
1143,11111111010,70.0,61.0,271.0,275.0,109.0,127.0,138.0,57.0,6646.906987093903,9842.667495320755,8530.516657108597,11265.246182966739,6989.522209288011,4227.831297063083,3943.0133469343314,1740.7382955867872,3.1533173413440747
1144,11110101001,70.0,43.0,99.0,94.0,81.0,58.0,60.0,97.0,4939.444641785378,4495.076493926013,3708.92028569939,4115.3482365819455,2389.1457733566294,2980.274520880534,3943.0133469343314,2962.309029331901,3.2433141596414883
1145,11101111011,70.0,80.0,169.0,207.0,184.0,114.0,90.0,39.0,11220.466840598881,8835.150350130441,5563.380428549085,7025.190424064129,5261.203990264066,5544.696783033552,3943.0133469343314,1191.031465401486,3.079170442686165
1146,11000110010,70.0,85.0,352.0,345.0,135.0,105.0,110.0,25.0,8232.407736308962,8137.638480383301,6799.687190448882,14632.349285624694,8768.673317106777,5891.240331973149,3943.0133469343314,763.4817085906961,3.184478682971569
1147,11000101001,70.0,60.0,156.0,190.0,73.0,67.0,67.0,190.0,4451.598257411513,5192.588363673154,4141.627652364319,6484.79116067458,4829.124435508081,4158.5225872751635,3943.0133469343314,5802.460985289291,3.355243610359339
1148,01100111010,70.0,93.0,275.0,352.0,142.0,82.0,122.0,11.0,8659.273322636094,6355.108146585054,7541.47124758876,11431.522879394292,8946.588427888655,6445.710010276504,3943.0133469343314,335.9319517799063,3.1821553013820116
1149,01100001011,70.0,119.0,186.0,236.0,175.0,33.0,123.0,80.0,10671.639658178285,2557.5435224061803,7603.28658568375,7731.86638388123,5998.280877788984,8247.736464762409,3943.0133469343314,2443.1414674902276,3.2212334240218943
1150,00100110001,70.0,77.0,172.0,206.0,111.0,35.0,126.0,49.0,6768.868583187369,2712.546160127767,7788.732599968719,7149.897946384794,5235.787545866656,5336.770653669793,3943.0133469343314,1496.4241488377645,3.226386329588007
1151,00100101101,70.0,159.0,113.0,220.0,115.0,56.0,118.0,200.0,7012.791775374301,4340.073856204427,7294.2098952088,4697.316674078382,5591.617767430409,11020.084856279185,3943.0133469343314,6107.853668725569,3.3546360726041318
1152,00001101001,70.0,189.0,145.0,231.0,156.0,50.0,112.0,180.0,9513.004495290357,3875.065943039667,6923.317866638861,6027.530245498809,5871.19865580193,13099.346149916766,3943.0133469343314,5497.068301853013,3.327909949850924
1153,11101000100,69.0,49.0,79.0,103.0,71.0,44.0,47.0,64.0,4329.636661318047,3410.058029874907,2905.320890464522,3283.964754444178,2617.893772933328,3396.1267796080506,3886.6845848352696,1954.5131739921821,3.2724059450943335
1154,10101011110,69.0,47.0,147.0,246.0,121.0,101.0,69.0,146.0,7378.6765636547,7827.633204940127,4265.258328554299,6110.668593712585,6252.4453217630935,3257.5093600322116,3886.6845848352696,4458.733178169666,3.212581584717175
1155,10010110011,69.0,87.0,256.0,352.0,112.0,124.0,101.0,87.0,6829.849381234102,9610.163538738374,6243.349147593974,10641.708571363413,8946.588427888655,6029.857751548988,3886.6845848352696,2656.9163458956227,3.2165605804013757
1156,10010100000,69.0,78.0,149.0,188.0,175.0,44.0,47.0,112.0,10671.639658178285,3410.058029874907,2905.320890464522,6193.806941926362,4778.291546713259,5406.079363457713,3886.6845848352696,3420.398054486319,3.21508498505361
1157,10001010110,69.0,45.0,124.0,161.0,91.0,120.0,47.0,249.0,5549.252622252708,9300.158263295201,2905.320890464522,5154.577589254153,4092.047547983163,3118.891940456373,3886.6845848352696,7604.277817563334,3.2878855906327784
1158,10000011011,69.0,79.0,143.0,320.0,118.0,114.0,91.0,89.0,7195.7341695145005,8835.150350130441,5625.195766644075,5944.3918972850315,8133.262207171504,5475.388073245633,3886.6845848352696,2717.9948825828783,3.1980968328235972
1159,10000001011,69.0,73.0,144.0,258.0,281.0,35.0,94.0,167.0,17135.60425113199,2712.546160127767,5810.641780929044,5985.96107139192,6557.442654532025,5059.535814518116,3886.6845848352696,5100.05781338585,3.140166393798148
1160,01100011011,69.0,81.0,321.0,437.0,122.0,41.0,144.0,23.0,7439.657361701433,3177.554073292527,8901.408685678536,13343.704888311155,11106.986201668586,5614.005492821471,3886.6845848352696,702.4031719034405,3.2481446697475804
1161,01100011000,69.0,72.0,244.0,276.0,99.0,39.0,125.0,31.0,6037.099006626572,3022.55143557094,7726.917261873729,10142.878482080754,7014.938653685423,4990.2271047301965,3886.6845848352696,946.7173186524632,3.2441943735037695
1162,01001001011,69.0,161.0,179.0,312.0,130.0,41.0,108.0,82.0,7927.503746075297,3177.554073292527,6676.056514258902,7440.882165133012,7929.930651992217,11158.702275855023,3886.6845848352696,2504.2200041774836,3.3128639756118625
1163,00110101010,69.0,146.0,196.0,242.0,73.0,39.0,98.0,89.0,4451.598257411513,3022.55143557094,6057.903133309003,8147.558124950114,6150.77954417345,10119.071629036232,3886.6845848352696,2717.9948825828783,3.37761597030897
1164,00100011001,69.0,67.0,151.0,296.0,60.0,23.0,69.0,45.0,3658.8478828039833,1782.5303337982468,4265.258328554299,6276.945290140138,7523.2675416336415,4643.6835557906,3886.6845848352696,1374.2670754632531,3.3685310102196735
1165,00010110011,69.0,96.0,280.0,216.0,61.0,56.0,188.0,48.0,3719.8286808507164,4340.073856204427,11621.283561858088,11639.368749928733,5489.951989840765,6653.636139640263,3886.6845848352696,1465.8848804941365,3.2586848625330225
1166,00010110001,69.0,92.0,211.0,292.0,133.0,40.0,110.0,65.0,8110.446140215497,3100.052754431734,6799.687190448882,8771.095736553438,7421.601764043998,6376.401300488585,3886.6845848352696,1985.05244233581,3.2488024708077123
1167,00000001101,69.0,158.0,157.0,258.0,318.0,73.0,152.0,180.0,19391.89377886111,5657.596276837914,9395.931390438454,6526.360334781469,6557.442654532025,10950.776146491266,3886.6845848352696,5497.068301853013,3.1397964261656273
1168,11110100011,68.0,54.0,138.0,186.0,74.0,76.0,81.0,75.0,4512.579055458246,5890.100233420294,5007.042385694176,5736.5460267505905,4727.458657918437,3742.6703285476474,3830.3558227362073,2290.4451257720884,3.234975932040572
1169,11101000010,68.0,43.0,151.0,181.0,61.0,67.0,89.0,137.0,3719.8286808507164,5192.588363673154,5501.565090454095,6276.945290140138,4600.376435931382,2980.274520880534,3830.3558227362073,4183.879763077015,3.3012338081185706
1170,11000101110,68.0,52.0,132.0,171.0,163.0,116.0,134.0,98.0,9939.870081617488,8990.152987852027,8283.255304728638,5487.13098210926,4346.211991957272,3604.052908971809,3830.3558227362073,2992.848297675529,3.0767257885413577
1171,10110011110,68.0,50.0,146.0,168.0,113.0,104.0,105.0,85.0,6890.830179280835,8060.137161522507,6490.610499973933,6069.099419605696,4269.96265876504,3465.43548939597,3830.3558227362073,2595.8378092083667,3.1387076708588304
1172,10010110001,68.0,42.0,142.0,225.0,139.0,75.0,71.0,115.0,8476.330928495894,5812.5989145595,4388.889004744278,5902.822723178144,5718.699989417464,2910.965811092615,3830.3558227362073,3512.0158595172024,3.184798828700429
1173,10010100001,68.0,120.0,169.0,211.0,132.0,73.0,83.0,186.0,8049.4653421687635,5657.596276837914,5130.673061884157,7025.190424064129,5362.86976785371,8317.045174550327,3830.3558227362073,5680.30391191478,3.301459843280603
1174,10001000101,68.0,48.0,74.0,178.0,100.0,48.0,96.0,286.0,6098.079804673305,3720.0633053180804,5934.272457119024,3076.1188839097367,4524.127102739149,3326.8180698201313,3830.3558227362073,8734.230746277564,3.370181686001552
1175,10000000101,68.0,75.0,104.0,139.0,95.0,51.0,71.0,271.0,5793.17581443964,3952.5672619004604,4388.889004744278,4323.1941071163865,3532.8857712401223,5198.153234093955,3830.3558227362073,8276.141721123146,3.3970590709236514
1176,01110000010,68.0,60.0,170.0,143.0,36.0,46.0,107.0,53.0,2195.30872968239,3565.0606675964937,6614.241176163912,7066.7595981710165,3634.551548829766,4158.5225872751635,3830.3558227362073,1618.5812222122759,3.3045493766623366
1177,01010110000,68.0,83.0,370.0,293.0,330.0,71.0,262.0,40.0,20123.663355421908,5502.593639116327,16195.618580887336,15380.594419548683,7447.018208441408,5752.62291239731,3830.3558227362073,1221.5707337451138,3.035276365811542
1178,00111100000,68.0,168.0,141.0,191.0,204.0,28.0,110.0,92.0,12440.082801533543,2170.0369281022136,6799.687190448882,5861.253549071255,4854.540879905491,11643.86324437046,3830.3558227362073,2809.612687613762,3.2311925734201004
1179,00111011010,68.0,120.0,229.0,333.0,97.0,45.0,127.0,105.0,5915.137410533106,3487.5593487357005,7850.547938063709,9519.340870477428,8463.675984337846,8317.045174550327,3830.3558227362073,3206.6231760809237,3.326066466602762
1180,00110100011,68.0,193.0,168.0,288.0,159.0,44.0,130.0,228.0,9695.946889430556,3410.058029874907,8035.993952348678,6983.62124995724,7319.935986454354,13376.580989068443,3830.3558227362073,6962.953182347149,3.3521544502129763
1181,00101011001,68.0,88.0,194.0,238.0,150.0,54.0,104.0,75.0,9147.119707009959,4185.071218482841,6428.795161878943,8064.419776736337,6049.113766583806,6099.166461336907,3830.3558227362073,2290.4451257720884,3.206072232806796
1182,00101010110,68.0,55.0,107.0,162.0,96.0,35.0,120.0,147.0,5854.156612486373,2712.546160127767,7417.84057139878,4447.901629437052,4117.4639923805735,3811.979038335567,3830.3558227362073,4489.272446513293,3.2839112775856365
1183,00100000110,68.0,73.0,114.0,155.0,116.0,40.0,70.0,231.0,7073.772573421034,3100.052754431734,4327.0736666492885,4738.88584818527,3939.5488815986973,5059.535814518116,3830.3558227362073,7054.570987378032,3.3571887834304883
1184,00001001011,68.0,144.0,149.0,211.0,192.0,38.0,122.0,167.0,11708.313224972746,2945.050116710147,7541.47124758876,6193.806941926362,5362.86976785371,9980.454209460393,3830.3558227362073,5100.05781338585,3.257921587740135
1185,11111110010,67.0,54.0,223.0,218.0,72.0,103.0,96.0,28.0,4390.61745936478,7982.635842661714,5934.272457119024,9269.925825836099,5540.784878635587,3742.6703285476474,3774.0270606371455,855.0995136215797,3.180294652566473
1186,11110000010,67.0,38.0,163.0,178.0,78.0,58.0,60.0,98.0,4756.502247645179,4495.076493926013,3708.92028569939,6775.775379422798,4524.127102739149,2633.7309719409373,3774.0270606371455,2992.848297675529,3.2727608546624856
1187,11010000001,67.0,65.0,135.0,141.0,68.0,58.0,81.0,126.0,4146.694267177848,4495.076493926013,5007.042385694176,5611.838504429925,3583.718660034944,4505.066136214761,3774.0270606371455,3847.9478112971087,3.3114825539013117
1188,11000101010,67.0,59.0,139.0,134.0,40.0,81.0,73.0,113.0,2439.2319218693224,6277.60682772426,4512.519680934258,5778.115200857478,3405.803549253067,4089.2138774872446,3774.0270606371455,3450.9373228299464,3.3095774916575795
1189,10011000001,67.0,79.0,99.0,201.0,175.0,42.0,65.0,249.0,10671.639658178285,3255.05539215332,4017.996976174339,4115.3482365819455,5108.705323879601,5475.388073245633,3774.0270606371455,7604.277817563334,3.2975079283465996
1190,01101111010,67.0,107.0,314.0,313.0,53.0,93.0,140.0,31.0,3231.982296476852,7207.622654053781,8654.147333298577,13052.720669562937,7955.347096389627,7416.031947307376,3774.0270606371455,946.7173186524632,3.268493288403634
1191,01100000101,67.0,144.0,134.0,256.0,138.0,38.0,78.0,269.0,8415.350130449162,2945.050116710147,4821.596371409207,5570.269330323037,6506.609765737203,9980.454209460393,3774.0270606371455,8215.06318443589,3.4023054232964647
1192,01001001100,67.0,116.0,162.0,322.0,245.0,56.0,122.0,50.0,14940.295521449598,4340.073856204427,7541.47124758876,6734.20620531591,8184.095095966326,8039.81033539865,3774.0270606371455,1526.9634171813923,3.126781911449951
1193,00111000101,67.0,136.0,128.0,174.0,195.0,35.0,104.0,300.0,11891.255619112946,2712.546160127767,6428.795161878943,5320.854285681707,4422.461325149506,9425.984531157039,3774.0270606371455,9161.780503088354,3.3243265943031535
1194,00011001001,67.0,127.0,119.0,241.0,92.0,37.0,53.0,110.0,5610.233420299441,2867.5487978493534,3276.2129190344613,4946.731718719711,6125.363099776039,8802.206143065763,3774.0270606371455,3359.319517799063,3.3863050954264176
1195,00011000011,67.0,198.0,161.0,207.0,144.0,43.0,94.0,290.0,8781.23491872956,3332.5567110141137,5810.641780929044,6692.637031209022,5261.203990264066,13723.124538008042,3774.0270606371455,8856.387819652075,3.409856132847449
1196,00010111011,67.0,104.0,275.0,421.0,171.0,45.0,200.0,49.0,10427.716465991352,3487.5593487357005,12363.067618997966,11431.522879394292,10700.32309131001,7208.105817943618,3774.0270606371455,1496.4241488377645,3.1988520331610872
1197,00010000011,67.0,212.0,152.0,229.0,273.0,39.0,196.0,247.0,16647.757866758126,3022.55143557094,12115.806266618007,6318.514464247027,5820.365767007108,14693.446475038912,3774.0270606371455,7543.199280876078,3.2392281251766577
1198,00010000010,67.0,158.0,156.0,195.0,149.0,27.0,85.0,124.0,9086.138908963225,2092.5356092414204,5254.303738074136,6484.79116067458,4956.206657495135,10950.776146491266,3774.0270606371455,3786.8692746098527,3.3209588005455757
1199,00001000010,67.0,180.0,144.0,187.0,136.0,40.0,92.0,283.0,8293.388534355696,3100.052754431734,5687.011104739065,5985.96107139192,4752.8751023158475,12475.567761825492,3774.0270606371455,8642.61294124668,3.410950043148591
1200,11110011000,66.0,44.0,113.0,224.0,57.0,43.0,84.0,23.0,3475.905488663784,3332.5567110141137,5192.488399979146,4697.316674078382,5693.283545020053,3049.5832306684533,3717.6982985380837,702.4031719034405,3.258988144495717
1201,11100101001,66.0,25.0,84.0,134.0,34.0,48.0,37.0,105.0,2073.347133588924,3720.0633053180804,2287.167509514624,3491.81062497862,3405.803549253067,1732.717744697985,3717.6982985380837,3206.6231760809237,3.3809024205290794
1202,11010111010,66.0,54.0,290.0,318.0,66.0,93.0,67.0,43.0,4024.7326710843818,7207.622654053781,4141.627652364319,12055.060490997617,8082.429318376682,3742.6703285476474,3717.6982985380837,1313.1885387759974,3.2562666724380542
1203,11010110010,66.0,63.0,324.0,332.0,80.0,84.0,123.0,37.0,4878.463843738645,6510.11078430664,7603.28658568375,13468.41241063182,8438.259539940436,4366.448716638922,3717.6982985380837,1129.9529287142302,3.2322066467940953
1204,11010101010,66.0,55.0,161.0,227.0,44.0,76.0,62.0,88.0,2683.155114056254,5890.100233420294,3832.55096188937,6692.637031209022,5769.532878212286,3811.979038335567,3717.6982985380837,2687.4556142392503,3.3170647888974982
1205,11001000000,66.0,61.0,203.0,169.0,207.0,46.0,101.0,186.0,12623.025195673743,3565.0606675964937,6243.349147593974,8438.542343698331,4295.3791031624505,4227.831297063083,3717.6982985380837,5680.30391191478,3.187867938845494
1206,10110111000,66.0,72.0,203.0,293.0,178.0,112.0,57.0,62.0,10854.582052318483,8680.147712408854,3523.4742714144204,8438.542343698331,7447.018208441408,4990.2271047301965,3717.6982985380837,1893.4346373049264,3.1304882213393235
1207,10101010100,66.0,42.0,142.0,239.0,47.0,96.0,71.0,129.0,2866.0975081964534,7440.126610636161,4388.889004744278,5902.822723178144,6074.530210981217,2910.965811092615,3717.6982985380837,3939.5656163279923,3.2949841162889593
1208,10100100100,66.0,85.0,183.0,187.0,100.0,93.0,70.0,219.0,6098.079804673305,7207.622654053781,4327.0736666492885,7607.158861560565,4752.8751023158475,5891.240331973149,3717.6982985380837,6688.099767254498,3.3138093869605885
1209,10011111110,66.0,53.0,165.0,254.0,101.0,106.0,87.0,112.0,6159.060602720038,8215.139799244094,5377.934414264116,6858.9137276365755,6455.776876942381,3673.361618759728,3717.6982985380837,3420.398054486319,3.2051465721863903
1210,10011000100,66.0,38.0,120.0,175.0,96.0,60.0,63.0,182.0,5854.156612486373,4650.079131647601,3894.3662999843596,4988.3008928266,4447.877769546916,2633.7309719409373,3717.6982985380837,5558.146838540268,3.300392696652022
1211,10010011010,66.0,42.0,213.0,268.0,157.0,70.0,90.0,43.0,9573.98529333709,5425.092320255534,5563.380428549085,8854.234084767215,6811.607098506134,2910.965811092615,3717.6982985380837,1313.1885387759974,3.1310781145924578
1212,10010010101,66.0,62.0,171.0,275.0,198.0,109.0,62.0,196.0,12074.198013253144,8447.643755826473,3832.55096188937,7108.328772277905,6989.522209288011,4297.140006851003,3717.6982985380837,5985.696595351058,3.17877846159953
1213,10000101001,66.0,91.0,118.0,225.0,77.0,45.0,64.0,190.0,4695.5214495984455,3487.5593487357005,3956.1816380793493,4905.162544612824,5718.699989417464,6307.092590700665,3717.6982985380837,5802.460985289291,3.4113044734523235
1214,01100001101,66.0,95.0,132.0,294.0,101.0,31.0,96.0,62.0,6159.060602720038,2402.5408846845935,5934.272457119024,5487.13098210926,7472.43465283882,6584.327429852343,3717.6982985380837,1893.4346373049264,3.3004961250549805
1215,00111010100,66.0,52.0,190.0,161.0,49.0,48.0,88.0,117.0,2988.0591042899196,3720.0633053180804,5439.7497523591055,7898.143080308783,4092.047547983163,3604.052908971809,3717.6982985380837,3573.094396204458,3.3409874799731916
1216,00110101001,66.0,132.0,125.0,222.0,88.0,31.0,89.0,69.0,5366.310228112508,2402.5408846845935,5501.565090454095,5196.146763361042,5642.450656225231,9148.74969200536,3717.6982985380837,2107.2095157103213,3.3460528058841184
1217,00100000100,66.0,150.0,105.0,194.0,93.0,31.0,122.0,195.0,5671.214218346174,2402.5408846845935,7541.47124758876,4364.763281223275,4930.7902130977245,10396.30646818791,3717.6982985380837,5955.15732700743,3.398882473590037
1218,00000111000,66.0,90.0,190.0,221.0,91.0,30.0,82.0,60.0,5549.252622252708,2325.0395658238003,5068.857723789167,7898.143080308783,5617.03421182782,6237.783880912746,3717.6982985380837,1832.3561006176708,3.310027516379855
1219,11101101010,65.0,49.0,140.0,239.0,135.0,93.0,75.0,139.0,8232.407736308962,7207.622654053781,4636.150357124237,5819.684374964367,6074.530210981217,3396.1267796080506,3661.369536439022,4244.958299764271,3.192298587466192
1220,11100111010,65.0,45.0,191.0,312.0,97.0,75.0,107.0,43.0,5915.137410533106,5812.5989145595,6614.241176163912,7939.712254415672,7929.930651992217,3118.891940456373,3661.369536439022,1313.1885387759974,3.195110908359709
1221,11011100000,65.0,42.0,154.0,231.0,48.0,69.0,75.0,149.0,2927.0783062431865,5347.5910013947405,4636.150357124237,6401.652812460803,5871.19865580193,2910.965811092615,3661.369536439022,4550.350983200549,3.345109320998563
1222,11001011010,65.0,38.0,176.0,189.0,178.0,103.0,106.0,21.0,10854.582052318483,7982.635842661714,6552.4258380689225,7316.174642812347,4803.707991110669,2633.7309719409373,3661.369536439022,641.3246352161848,3.020377330130824
1223,11000001001,65.0,68.0,158.0,234.0,113.0,79.0,88.0,215.0,6890.830179280835,6122.604190002674,5439.7497523591055,6567.929508888356,5947.447988994162,4712.992265578519,3661.369536439022,6565.942693879987,3.2950924441283744
1224,10111011111,65.0,49.0,159.0,244.0,343.0,105.0,129.0,161.0,20916.41373002944,8137.638480383301,7974.1786142536885,6609.498682995245,6201.612432968272,3396.1267796080506,3661.369536439022,4916.822203324084,3.0103569534047843
1225,10100101111,65.0,38.0,79.0,160.0,140.0,95.0,44.0,231.0,8537.311726542628,7362.625291775367,2719.8748761795528,3283.964754444178,4066.631103585752,2633.7309719409373,3661.369536439022,7054.570987378032,3.227890481274282
1226,10011111011,65.0,57.0,128.0,228.0,114.0,97.0,62.0,80.0,6951.810977327568,7517.627929496954,3832.55096188937,5320.854285681707,5794.9493226096965,3950.5964579114057,3661.369536439022,2443.1414674902276,3.177773570183199
1227,10010100010,65.0,55.0,131.0,131.0,133.0,43.0,50.0,130.0,8110.446140215497,3332.5567110141137,3090.7669047494915,5445.561808002371,3329.5542160608343,3811.979038335567,3661.369536439022,3970.10488467162,3.242006653849254
1228,10000111010,65.0,82.0,175.0,295.0,200.0,103.0,96.0,71.0,12196.15960934661,7982.635842661714,5934.272457119024,7274.605468705458,7497.85109723623,5683.314202609391,3661.369536439022,2168.288052397577,3.114656170690551
1229,01111111000,65.0,54.0,191.0,269.0,83.0,84.0,122.0,10.0,5061.406237878844,6510.11078430664,7541.47124758876,7939.712254415672,6837.023542903546,3742.6703285476474,3661.369536439022,305.39268343627845,3.1678903012445656
1230,01111011010,65.0,61.0,359.0,421.0,134.0,47.0,212.0,59.0,8171.42693826223,3642.561986457287,13104.851676137845,14923.333504372911,10700.32309131001,4227.831297063083,3661.369536439022,1801.816832274043,3.2086746920735885
1231,00111101111,65.0,143.0,170.0,229.0,112.0,44.0,89.0,170.0,6829.849381234102,3410.058029874907,5501.565090454095,7066.7595981710165,5820.365767007108,9911.145499672473,3661.369536439022,5191.675618416733,3.3637953343793696
1232,00110111110,65.0,45.0,217.0,308.0,45.0,44.0,58.0,21.0,2744.1359121029873,3410.058029874907,3585.28960950941,9020.51078119477,7828.264874402573,3118.891940456373,3661.369536439022,641.3246352161848,3.329207843500618
1233,00110100000,65.0,133.0,180.0,194.0,206.0,29.0,55.0,83.0,12562.044397627009,2247.5382469630067,3399.843595224441,7482.4513392399,4930.7902130977245,9218.05840179328,3661.369536439022,2534.759272521111,3.222556494989085
