,variant,correct_counts_6261_x_F_1,correct_counts_6261_x_F_2,correct_counts_6261_x_F_3,correct_counts_6261_x_F_7,correct_counts_6261_x_F_6,correct_counts_6261_x_F_4,correct_counts_6261_x_F_5,correct_counts_6261_x_F_8,mean_bin1__F_,mean_bin2__F_,mean_bin3__F_,mean_bin4__F_,mean_bin5__F_,mean_bin6__F_,mean_bin7__F_,mean_bin8__F_,meanbin__F_
963,00110011000,99.0,43.0,158.0,150.0,216.0,455.0,325.0,37.0,7794.688725959842,3254.628621513726,6458.190747564969,10627.458844293973,8755.65881334522,5468.974083461051,3256.057797946962,719.5795284409751,3.2608950036722915
964,00001011001,99.0,119.0,167.0,253.0,284.0,330.0,503.0,244.0,7794.688725959842,9006.995487444963,6826.062372426264,7707.82729366376,13551.065794192758,7190.688146772863,5491.88415253721,4745.335268637782,3.3256415336705047
965,00000101011,99.0,80.0,93.0,299.0,353.0,329.0,364.0,373.0,7794.688725959842,6055.123016769723,3801.340123566722,7684.4702412587185,9806.337870946647,8937.721534545142,6490.408543907612,7254.13957049956,3.4307967159546737
966,11111100000,98.0,60.0,71.0,193.0,254.0,339.0,326.0,186.0,7715.954496404692,4541.342262577292,2902.098373905777,7918.040765309135,8782.599302001669,6431.108412958828,4189.461033358425,3617.345737568145,3.3494209865508893
967,11101011110,98.0,40.0,168.0,225.0,293.0,432.0,347.0,166.0,7715.954496404692,3027.5615083848616,6866.936997410852,10090.246638978013,9348.349563787051,7418.562066917073,4884.0866969204435,3228.3838303027533,3.357742167091407
968,11100110000,98.0,65.0,129.0,144.0,314.0,374.0,465.0,88.0,7715.954496404692,4919.7874511253995,5272.826623011904,8735.537599485595,12527.327225247778,7950.267880586898,3125.815486029084,1711.4323919677247,3.317024703496624
969,11100100001,98.0,40.0,159.0,214.0,201.0,251.0,256.0,222.0,7715.954496404692,3027.5615083848616,6499.065372549557,5862.620153665466,6896.76509605039,5089.184216554033,4645.3091250709995,4317.4771706458505,3.3284189089314187
970,10100100001,98.0,82.0,143.0,312.0,280.0,324.0,483.0,345.0,7715.954496404692,6206.501092188966,5845.071372796142,7567.68497923351,13012.25602106382,7089.410848930992,6772.600219729681,6709.592900328012,3.4084000472195197
971,10100000011,98.0,30.0,85.0,225.0,174.0,178.0,165.0,279.0,7715.954496404692,2270.671131288646,3474.3431236900146,4157.555328097422,4445.1806283137275,4405.562456121402,4884.0866969204435,5426.018606352218,3.372352952554534
972,10011101000,98.0,62.0,61.0,303.0,262.0,268.0,302.0,324.0,7715.954496404692,4692.720337996535,2493.352124059893,6259.690044551175,8136.027574246944,6633.663008642571,6577.236751852864,6301.182897699349,3.4272737299702207
973,10000101101,98.0,129.0,108.0,427.0,447.0,306.0,334.0,488.0,7715.954496404692,9763.885864541178,4414.459498335548,7147.258035942759,8998.123211253243,11317.738033829119,9268.911198155685,9490.670537275564,3.442673520624854
974,10000001010,98.0,128.0,204.0,378.0,300.0,393.0,394.0,413.0,7715.954496404692,9688.196826831556,8338.423496856036,9179.321595181387,10614.552530640052,7595.797338140348,8205.265650826344,8032.063385030344,3.3713853019633184
975,01111011110,98.0,44.0,197.0,286.0,245.0,428.0,367.0,145.0,7715.954496404692,3330.3176592233476,8052.301121963917,9996.818429357847,9887.159336915987,6203.234492814618,6208.216868085541,2819.973827674092,3.344953548099652
976,01101110000,98.0,38.0,142.0,292.0,423.0,515.0,438.0,75.0,7715.954496404692,2876.1834329656185,5804.196747811554,12028.881988596473,11799.934031523713,10710.074246777891,6338.4591800034195,1458.6071522452198,3.4009535913338653
977,01001001001,98.0,61.0,73.0,317.0,236.0,242.0,309.0,178.0,7715.954496404692,4617.031300286913,2983.8476238749536,5652.406682020091,8324.610994842073,5975.360572670407,6881.135479661247,3461.7609746619883,3.370945372404006
978,00111111110,98.0,201.0,340.0,369.0,407.0,502.0,741.0,167.0,7715.954496404692,15213.49657963393,13897.372494760059,11725.240307330932,19962.902094427103,10304.965055410406,8009.902182949527,3247.831925666023,3.293990786668354
979,00110011011,98.0,50.0,187.0,253.0,379.0,517.0,467.0,124.0,7715.954496404692,3784.4518854810767,7643.554872118032,12075.596093406557,12581.208202560672,9596.023970517306,5491.88415253721,2411.5638250454303,3.373980046554273
980,00100101100,98.0,91.0,175.0,372.0,475.0,400.0,449.0,373.0,7715.954496404692,6887.70243157556,7153.0593723029715,9342.820962016678,12096.279406744628,12026.679118722219,8075.023338908466,7254.13957049956,3.436919311476176
981,00010110011,98.0,56.0,228.0,118.0,294.0,463.0,408.0,63.0,7715.954496404692,4238.586111738806,9319.414496486157,10814.315263534305,10991.719371830308,7443.881391377541,2561.4321343849438,1225.2300078859846,3.270128173013312
982,00000000101,98.0,28.0,82.0,349.0,248.0,226.0,282.0,501.0,7715.954496404692,2119.293055869403,3351.7192487362495,5278.693843539423,7597.217801118008,6279.192466196021,7575.761143223265,9743.495776998068,3.5256044384805425
983,11110011000,97.0,40.0,96.0,64.0,156.0,168.0,193.0,80.0,7637.220266849542,3027.5615083848616,3923.963998520487,3923.984804047005,5199.514310694239,3949.814615832981,1389.2513271240373,1555.8476290615679,3.164525538414636
984,11101100110,97.0,33.0,83.0,323.0,249.0,133.0,216.0,494.0,7637.220266849542,2497.7382444175105,3392.593873720838,3106.487969870546,5819.145549792516,6304.511790656489,7011.377791579125,9607.359109455181,3.5094077707316726
985,11011111110,97.0,77.0,339.0,284.0,322.0,341.0,438.0,129.0,7637.220266849542,5828.055903640859,13856.49786977547,7964.754870119219,11799.934031523713,8152.82247627064,6164.802764112915,2508.804301861778,3.294253147973543
986,11010100100,97.0,31.0,170.0,408.0,399.0,412.0,429.0,506.0,7637.220266849542,2346.3601689982675,6948.686247380029,9623.10559087718,11557.469633615692,10102.410459726663,8856.477210415736,9840.736253814417,3.5230651157542248
987,11001111000,97.0,54.0,134.0,194.0,253.0,261.0,381.0,107.0,7637.220266849542,4087.208036319563,5477.1997479348465,6096.190677715883,10264.326178106245,6405.78908849836,4211.168085344738,2080.946203869847,3.3119648798163257
988,10110111100,97.0,66.0,161.0,325.0,351.0,357.0,462.0,225.0,7637.220266849542,4995.476488835021,6580.814622518734,8338.467708599886,12446.505759278438,8887.082885624208,7054.791895551752,4375.82145673566,3.4021471620837165
989,10110010101,97.0,74.0,125.0,213.0,266.0,245.0,326.0,342.0,7637.220266849542,5600.988790511993,5109.328123073551,5722.4778392352155,8782.599302001669,6734.940306484442,4623.602073084687,6651.248614238202,3.374178475287687
990,10101001000,97.0,45.0,129.0,222.0,182.0,294.0,389.0,293.0,7637.220266849542,3406.006696932969,5272.826623011904,6866.973407082259,10479.850087357818,4608.117051805145,4818.965540961504,5698.291941437992,3.3857416124777955
991,10100110011,97.0,146.0,144.0,342.0,309.0,301.0,386.0,175.0,7637.220266849542,11050.599505604743,5885.945997780731,7030.4727739175505,10399.028621388477,7823.6712582845585,7423.811779319074,3403.4166885721797,3.2966345106400903
992,10011001101,97.0,50.0,190.0,387.0,369.0,422.0,465.0,617.0,7637.220266849542,3784.4518854810767,7766.178747071797,9856.676114927595,12527.327225247778,9342.830725912629,8400.629118703162,11999.474839137341,3.5138442992954313
993,10010010110,97.0,45.0,98.0,375.0,262.0,419.0,231.0,367.0,7637.220266849542,3406.006696932969,4005.713248489664,9786.60495771247,6223.252879639219,6633.663008642571,8140.144494867405,7137.450998319942,3.4569379289307514
994,10000101001,97.0,45.0,122.0,262.0,276.0,268.0,342.0,480.0,7637.220266849542,3406.006696932969,4986.704248119786,6259.690044551175,9213.647120504816,6988.13355108912,5687.247620414028,9335.085774369407,3.4701258675159257
995,01111111000,97.0,65.0,109.0,100.0,205.0,335.0,280.0,43.0,7637.220266849542,4919.7874511253995,4455.334123320136,7824.612555688968,7543.336823805113,5190.4615143959045,2170.705198631308,836.2681006205927,3.207313558078461
996,01111000110,97.0,102.0,116.0,280.0,231.0,259.0,197.0,346.0,7637.220266849542,7720.2818463813965,4741.456498212256,6049.4765729058,5307.276265320026,5848.763950368068,6077.974556167663,6729.040995691281,3.3342559451930036
997,01110100011,97.0,94.0,259.0,338.0,333.0,650.0,460.0,172.0,7637.220266849542,7114.769544704424,10586.527871008399,15182.084063277103,12392.624781965544,8431.335045335787,7336.983571373821,3345.0724024823708,3.3408596114894764
998,01010101011,97.0,48.0,151.0,312.0,369.0,465.0,455.0,179.0,7637.220266849542,3633.0738100618337,6172.068372672849,10861.029368344389,12257.92233868331,9342.830725912629,6772.600219729681,3481.209070025258,3.41292951184279
999,01001101000,97.0,53.0,159.0,401.0,329.0,303.0,440.0,238.0,7637.220266849542,4011.5189986099413,6499.065372549557,7077.186878727634,11853.815008836607,8330.057747493915,8704.527846511546,4628.646696458164,3.4298956708464408
1000,01001000011,97.0,65.0,139.0,359.0,388.0,297.0,389.0,450.0,7637.220266849542,4919.7874511253995,5681.572872857789,6937.044564297384,10479.850087357818,9823.897890661518,7792.8316630863965,8751.64291347132,3.4743263509964115
1001,00101111111,97.0,65.0,140.0,379.0,415.0,307.0,496.0,321.0,7637.220266849542,4919.7874511253995,5722.447497842377,7170.615088347801,13362.48237359763,10507.519651094148,8226.972702812658,6242.838611609541,3.4604172021845403
1002,00101001010,97.0,44.0,90.0,310.0,224.0,317.0,305.0,310.0,7637.220266849542,3330.3176592233476,3678.716248612957,7404.185612398218,8216.849040216284,5671.528679144793,6729.186115757056,6028.909562613575,3.4301421141085906
1003,00100101000,97.0,38.0,149.0,321.0,287.0,445.0,439.0,204.0,7637.220266849542,2876.1834329656185,6090.319122703673,10393.888320243555,11826.87452018016,7266.646120154266,6967.963687606499,3967.411454106998,3.4158954422756804
1004,00011001100,97.0,119.0,227.0,380.0,345.0,445.0,555.0,666.0,7637.220266849542,9006.995487444963,9278.539871501569,10393.888320243555,14951.971204327992,8735.166938861401,8248.679754798972,12952.431511937551,3.4512550317924062
1005,00000000111,97.0,80.0,128.0,395.0,274.0,180.0,338.0,620.0,7637.220266849542,6055.123016769723,5231.951998027316,4204.269432907506,9105.88516587903,6937.494902168185,8574.285534593668,12057.81912522715,3.4899077292312706
1006,11010010101,96.0,127.0,131.0,188.0,230.0,208.0,244.0,156.0,7558.486037294391,9612.507789121935,5354.575872981081,4858.266900248673,6573.479232173027,5823.4446259076,4080.9257734268595,3033.902876670057,3.2051104966118524
1007,11001101011,96.0,84.0,138.0,422.0,304.0,298.0,438.0,455.0,7558.486037294391,6357.879167608209,5640.698247873201,6960.401616702426,11799.934031523713,7697.07463598222,9160.37593822412,8848.883390287667,3.4601203283449977
1008,10111111010,96.0,62.0,242.0,281.0,405.0,606.0,661.0,103.0,7558.486037294391,4692.720337996535,9891.659246270394,14154.373757455269,17807.663001911358,10254.32640648947,6099.6816081539755,2003.1538224167687,3.380381263021962
1009,10110001100,96.0,104.0,277.0,282.0,324.0,471.0,574.0,374.0,7558.486037294391,7871.6599218006395,11322.27112073099,11001.171682774639,15463.840488800482,8203.461125191576,6121.388660140289,7273.587665862829,3.373432498170254
1010,10110000110,96.0,102.0,97.0,284.0,201.0,142.0,171.0,579.0,7558.486037294391,7720.2818463813965,3964.8386235050757,3316.701441515921,4606.823560252408,5089.184216554033,6164.802764112915,11260.447215333097,3.408432916422781
1011,10101000100,96.0,35.0,147.0,250.0,174.0,230.0,334.0,531.0,7558.486037294391,2649.1163198367535,6008.569872734496,5372.12205315959,8998.123211253243,4405.562456121402,5426.762996578271,10326.938637896157,3.46686627197879
1012,10001011001,96.0,68.0,125.0,353.0,472.0,412.0,516.0,432.0,7558.486037294391,5146.854564254264,5109.328123073551,9623.10559087718,13901.292146726566,11950.721145340814,7662.589351168518,8401.577196932467,3.49252157156944
1013,10000101111,96.0,57.0,84.0,455.0,217.0,177.0,275.0,592.0,7558.486037294391,4314.275149448427,3433.468498705426,4134.198275692381,7408.63438052288,5494.293407921518,9876.708653772452,11513.272455055601,3.530349365745663
1014,01111001101,96.0,76.0,220.0,386.0,370.0,356.0,450.0,369.0,7558.486037294391,5752.366865931237,8992.41749660945,8315.110656194844,12123.219895401075,9368.150050373097,8378.92206671685,7176.347189046482,3.425401064554396
1015,01100111011,96.0,108.0,221.0,149.0,485.0,654.0,661.0,32.0,7558.486037294391,8174.416072639126,9033.292121594039,15275.51227289727,17807.663001911358,12279.872363326896,3234.350745960649,622.3390516246271,3.3205153235681375
1016,01011101001,96.0,42.0,121.0,288.0,296.0,362.0,428.0,258.0,7558.486037294391,3178.9395838041046,4945.829623135197,8455.252970625093,11530.529144959244,7494.5200402984765,6251.630972058168,5017.608603723556,3.431146363790271
1017,01010111001,96.0,35.0,200.0,252.0,414.0,532.0,522.0,68.0,7558.486037294391,2649.1163198367535,8174.924996917682,12425.951879482183,14062.935078665247,10482.20032663368,5470.177100550896,1322.4704847023327,3.3863830417839877
1018,01010011011,96.0,60.0,283.0,160.0,291.0,757.0,472.0,34.0,7558.486037294391,4541.342262577292,11567.51887063852,17681.288670616566,12715.910645842905,7367.923417996138,3473.128317810093,661.2352423511663,3.286331623537524
1019,01001100001,96.0,47.0,111.0,285.0,300.0,290.0,365.0,313.0,7558.486037294391,3557.384772352212,4537.083373289313,6773.545197462092,9833.278359603095,7595.797338140348,6186.509816099228,6087.253848703384,3.4375347111828702
1020,00111111111,96.0,79.0,256.0,334.0,346.0,490.0,461.0,140.0,7558.486037294391,5979.433979060102,10463.903996054632,11444.955678470431,12419.56527062199,8760.486263321869,7250.155363428569,2722.7333508577435,3.344046322023484
1021,00110001000,96.0,111.0,126.0,204.0,234.0,385.0,466.0,238.0,7558.486037294391,8401.483185767991,5150.202748058139,8992.465175941054,12554.267713904224,5924.721923749472,4428.238605207868,4628.646696458164,3.3200094738916297
1022,00101010110,96.0,123.0,120.0,266.0,178.0,193.0,214.0,463.0,7558.486037294391,9309.75163828345,4904.954998150609,4507.911114173047,5765.264572479622,4506.839753963273,5774.0758283592795,9004.468153193824,3.333586481043267
1023,00100100001,96.0,57.0,126.0,399.0,324.0,242.0,284.0,295.0,7558.486037294391,4314.275149448427,5150.202748058139,5652.406682020091,7651.098778430901,8203.461125191576,8661.113742538919,5737.188132164531,3.43551857339544
1024,00001111110,96.0,49.0,83.0,405.0,379.0,377.0,406.0,396.0,7558.486037294391,3708.762847771455,3392.593873720838,8805.60875670072,10937.838394517416,9596.023970517306,8791.356054456797,7701.445763854761,3.5097265874827195
1025,00001000110,96.0,37.0,104.0,171.0,220.0,116.0,207.0,562.0,7558.486037294391,2800.4943952559966,4250.960998397194,2709.418078984837,5576.681151884494,5570.251381302922,3711.905889659537,10929.829594157514,3.47089467784544
1026,11010111011,95.0,126.0,233.0,232.0,404.0,592.0,573.0,48.0,7479.7518077392415,9536.818751412313,9523.7876214091,13827.375023784685,15436.900000144036,10229.007082029002,5036.036060824635,933.5085774369406,3.2967447348643484
1027,11010110000,95.0,178.0,171.0,190.0,233.0,238.0,273.0,78.0,7479.7518077392415,13472.648712312634,6989.560872364617,5558.978472399924,7354.753403209986,5899.402599289004,4124.339877399486,1516.9514383350286,3.1319251576503917
1028,11001101110,95.0,35.0,88.0,209.0,187.0,184.0,312.0,366.0,7479.7518077392415,2649.1163198367535,3596.96699864378,4297.6976425276725,8405.432460811413,4734.713674107484,4536.773865139434,7118.002902956673,3.4312331794135416
1029,11000111001,95.0,137.0,187.0,391.0,421.0,281.0,526.0,215.0,7479.7518077392415,10369.39816621815,7643.554872118032,6563.331725816717,14170.697033291035,10659.435597856955,8487.457326648415,4181.340503102963,3.3602723573931845
1030,10101100111,95.0,69.0,122.0,411.0,349.0,162.0,229.0,876.0,7479.7518077392415,5222.5436019638855,4986.704248119786,3783.842489616755,6169.371902326325,8836.444236703272,8921.598366374676,17036.531538224168,3.573136162135322
1031,10100111000,95.0,42.0,129.0,253.0,363.0,400.0,501.0,189.0,7479.7518077392415,3178.9395838041046,5272.826623011904,9342.820962016678,13497.184816879864,9190.914779149822,5491.88415253721,3675.690023657954,3.4238736796861406
1032,10011100010,95.0,80.0,133.0,428.0,277.0,200.0,317.0,654.0,7479.7518077392415,6055.123016769723,5436.325122950258,4671.410481008339,8540.134904093646,7013.4528755495885,9290.618250141999,12719.054367578317,3.5036200310855325
1033,10010010100,95.0,91.0,192.0,315.0,299.0,292.0,313.0,469.0,7479.7518077392415,6887.70243157556,7847.927997040974,6820.259302272176,8432.37294946786,7570.47801367988,6837.72137568862,9121.156725373441,3.4036289658805208
1034,10000011100,95.0,51.0,222.0,363.0,354.0,494.0,529.0,244.0,7479.7518077392415,3860.1409231906982,9074.166746578627,11538.383888090599,14251.518499260375,8963.04085900561,7879.659871031648,4745.335268637782,3.4221845262663004
1035,01111101111,95.0,80.0,252.0,489.0,495.0,567.0,594.0,290.0,7479.7518077392415,6055.123016769723,10300.405496116278,13243.448713658643,16002.650261929419,12533.065607931574,10614.748421307097,5639.947655348184,3.4448879905849
1036,01111100100,95.0,98.0,134.0,335.0,279.0,225.0,267.0,336.0,7479.7518077392415,7417.52569554291,5477.1997479348465,5255.336791134382,7193.110471271305,7064.091524470524,7271.862415414882,6534.560042058585,3.3699155841646764
1037,00111100010,95.0,45.0,86.0,183.0,213.0,147.0,303.0,266.0,7479.7518077392415,3406.006696932969,3515.217748674603,3433.4867035411294,8162.968062903391,5393.016110079648,3972.390513495294,5173.193366629713,3.374172963984965
1038,00110001101,95.0,144.0,179.0,330.0,314.0,343.0,474.0,255.0,7479.7518077392415,10899.2214301855,7316.557872241325,8011.468974929302,12769.7916231558,7950.267880586898,7163.327155483317,4959.264317633748,3.3284524850638175
1039,00011111110,95.0,50.0,210.0,296.0,381.0,370.0,423.0,287.0,7479.7518077392415,3784.4518854810767,8583.671246763566,8642.109389865427,11395.826701677011,9646.662619438242,6425.287387948672,5581.603369258374,3.416712252038909
1040,11011100011,94.0,32.0,190.0,418.0,365.0,317.0,420.0,401.0,7401.017578184092,2422.049206707889,7766.178747071797,7404.185612398218,11315.005235707671,9241.553428070756,9073.547730278868,7798.686240671109,3.494539977709347
1041,11010110001,94.0,120.0,224.0,207.0,336.0,225.0,429.0,125.0,7401.017578184092,9082.684525154584,9155.915996547803,5255.336791134382,11557.469633615692,8507.29301871719,4493.359761166807,2431.0119204086996,3.2613934636952355
1042,11001010111,94.0,120.0,156.0,292.0,319.0,212.0,396.0,281.0,7401.017578184092,9082.684525154584,6376.441497595792,4951.69510986884,10668.433507952946,8076.864502889237,6338.4591800034195,5464.914797078757,3.341375458612724
1043,10111101001,94.0,36.0,106.0,327.0,312.0,398.0,554.0,336.0,7401.017578184092,2724.805357546375,4332.710248366371,9296.106857206596,14925.030715671546,7899.629231665962,7098.205999524378,6534.560042058585,3.4914170072859996
1044,10011100111,94.0,128.0,117.0,322.0,177.0,196.0,218.0,711.0,7401.017578184092,9688.196826831556,4782.331123196844,4577.982271388172,5873.0265271054095,4481.520429502805,6989.670739592812,13827.595803284685,3.4234982247250887
1045,01100010110,94.0,111.0,290.0,287.0,279.0,568.0,438.0,220.0,7401.017578184092,8401.483185767991,11853.641245530638,13266.805766063684,11799.934031523713,7064.091524470524,6229.923920071855,4278.580979919311,3.308472780172998
1046,01000111110,94.0,115.0,234.0,253.0,407.0,522.0,559.0,81.0,7401.017578184092,8704.239336606477,9564.662246393687,12192.381355431766,15059.73315895378,10304.965055410406,5491.88415253721,1575.2957244248373,3.314906640002173
1047,00110110011,94.0,42.0,196.0,151.0,275.0,413.0,457.0,42.0,7401.017578184092,3178.9395838041046,8011.426496979328,9646.46264328222,12311.803315996203,6962.814226628652,3277.7648499332754,816.8200052573231,3.303360118020636
1048,00101110000,94.0,55.0,146.0,285.0,364.0,524.0,427.0,166.0,7401.017578184092,4162.897074029184,5967.695247749907,12239.09546024185,11503.588656302798,9216.23410361029,6186.509816099228,3228.3838303027533,3.3983542256278962
1049,00100000111,94.0,118.0,161.0,383.0,306.0,172.0,306.0,862.0,7401.017578184092,8931.30644973534,6580.814622518734,4017.413013667172,8243.78952887273,7747.713284903155,8313.800910757911,16764.258203138394,3.495867221852928
1050,00010001001,94.0,62.0,106.0,269.0,257.0,284.0,364.0,169.0,7401.017578184092,4692.720337996535,4332.710248366371,6633.402883031842,9806.337870946647,6507.0663863402315,5839.196984318219,3286.7281163925622,3.362802881228838
1051,11111101001,93.0,45.0,105.0,180.0,163.0,207.0,226.0,212.0,7322.283348628942,3406.006696932969,4291.835623381783,4834.909847843632,6088.550436356984,4127.049887056256,3907.2693575363546,4122.996217013155,3.313927296418788
1052,11101001000,93.0,116.0,150.0,200.0,242.0,343.0,280.0,212.0,7322.283348628942,8779.928374316098,6131.193747688261,8011.468974929302,7543.336823805113,6127.276519433214,4341.410397262616,4122.996217013155,3.2670243397511283
1053,11010001001,93.0,78.0,204.0,311.0,174.0,260.0,409.0,298.0,7322.283348628942,5903.74494135048,8338.423496856036,6072.833625310841,11018.659860486756,4405.562456121402,6750.893167743368,5795.53241825434,3.352756088616376
1054,11001111110,93.0,97.0,135.0,378.0,411.0,491.0,578.0,203.0,7322.283348628942,7341.836657833289,5518.074372919435,11468.312730875474,15571.60244342627,10406.242353252277,8205.265650826344,3947.9633587437283,3.4150107591598515
1055,10111011110,93.0,81.0,200.0,303.0,312.0,293.0,361.0,408.0,7322.283348628942,6130.812054479345,8174.924996917682,6843.616354677217,9725.516404977307,7899.629231665962,6577.236751852864,7934.822908213996,3.40346075809184
1056,10000100001,93.0,52.0,102.0,293.0,185.0,213.0,316.0,386.0,7322.283348628942,3935.8299609003197,4169.211748428018,4975.052162273882,8513.1944154372,4684.075025186548,6360.166231989733,7506.964810222064,3.4345424829292726
1057,01101010101,93.0,38.0,100.0,229.0,222.0,250.0,334.0,136.0,7322.283348628942,2876.1834329656185,4087.462498458841,5839.263101260424,8998.123211253243,5620.890030223858,4970.9149048656955,2644.9409694046653,3.3571539073908117
1058,01101000011,93.0,41.0,140.0,379.0,262.0,361.0,401.0,274.0,7322.283348628942,3103.250546094483,5722.447497842377,8431.895918220052,10803.135951235181,6633.663008642571,8226.972702812658,5328.77812953587,3.4454147143776703
1059,01100001011,93.0,144.0,154.0,231.0,304.0,330.0,353.0,170.0,7322.283348628942,10899.2214301855,6294.6922476266145,7707.82729366376,9509.992495725732,7697.07463598222,5014.329008838322,3306.1762117558314,3.264181682224279
1060,01011100101,93.0,196.0,152.0,379.0,322.0,256.0,415.0,433.0,7322.283348628942,14835.05139108582,6212.942997657438,5979.405415690674,11180.302792425437,8152.82247627064,8226.972702812658,8421.025292295735,3.340642180839799
1061,01011000011,93.0,94.0,168.0,320.0,327.0,471.0,518.0,273.0,7322.283348628942,7114.769544704424,6866.936997410852,11001.171682774639,13955.17312403946,8279.41909857298,6946.256635620186,5309.3300341726,3.3929780430611722
1062,01010110001,93.0,195.0,244.0,165.0,355.0,430.0,465.0,95.0,7322.283348628942,14759.362353376198,9973.408496239572,10043.532534167929,12527.327225247778,8988.360183466079,3581.6635777416586,1847.5690595106119,3.20503658290132
1063,01001111110,93.0,63.0,192.0,365.0,433.0,556.0,455.0,167.0,7322.283348628942,4768.409375706156,7847.927997040974,12986.521137203183,12257.92233868331,10963.267491382569,7923.073975004275,3247.831925666023,3.410040952353567
1064,00101100101,93.0,42.0,39.0,268.0,207.0,160.0,253.0,577.0,7322.283348628942,3178.9395838041046,1594.110374398948,3737.1283848066714,6815.943630081049,5241.10016331684,5817.489932331906,11221.551024606559,3.535029857317558
1065,00101001110,93.0,80.0,155.0,299.0,245.0,272.0,270.0,640.0,7322.283348628942,6055.123016769723,6335.5668726112035,6353.1182541713415,7273.931937240645,6203.234492814618,6490.408543907612,12446.781032492543,3.4592702992943845
1066,00011101000,93.0,87.0,119.0,276.0,302.0,430.0,478.0,320.0,7322.283348628942,6584.946280737074,4864.080373166021,10043.532534167929,12877.553577781588,7646.435987061283,5991.146348222411,6223.3905162462715,3.4083477976908503
1067,00011010111,93.0,137.0,134.0,431.0,327.0,288.0,248.0,517.0,7322.283348628942,10369.39816621815,5477.1997479348465,6726.831092652009,6681.241186798815,8279.41909857298,9355.739406100938,10054.665302810383,3.4126566627514126
1068,00011010110,93.0,95.0,75.0,306.0,200.0,152.0,165.0,454.0,7322.283348628942,7190.458582414046,3065.5968738441306,3550.271965566338,4445.1806283137275,5063.864892093566,6642.357907811803,8829.435294924397,3.3944795131625938
1069,00010100001,93.0,48.0,84.0,221.0,308.0,276.0,246.0,217.0,7322.283348628942,3633.0738100618337,3433.468498705426,6446.546463791508,6627.360209485922,7798.351933824091,4797.258488975191,4220.236693829503,3.3874178453721404
1070,11111010110,92.0,134.0,210.0,236.0,167.0,214.0,237.0,148.0,7243.549119073792,10142.331053089285,8583.671246763566,4998.4092146789235,6384.8958115779,4228.327184898128,5122.8642687698875,2878.3181137639003,3.176763180900058
1071,11011100101,92.0,80.0,87.0,365.0,256.0,249.0,316.0,467.0,7243.549119073792,6055.123016769723,3556.0923736591913,5815.906048855382,8513.1944154372,6481.747061879763,7923.073975004275,9082.260534646903,3.4620508218862867
1072,11000000100,92.0,133.0,236.0,262.0,380.0,338.0,352.0,390.0,7243.549119073792,10066.642015379664,9646.411496362864,7894.683712904093,9483.052007069286,9621.343294977774,5687.247620414028,7584.757191675143,3.343514382219389
1073,10110100000,92.0,68.0,223.0,339.0,271.0,546.0,448.0,352.0,7243.549119073792,5146.854564254264,9115.041371563215,12752.950613152767,12069.338918088182,6861.536928786782,7358.690623360135,6845.729567870899,3.409104598261497
1074,10101111000,92.0,47.0,102.0,244.0,242.0,331.0,424.0,109.0,7243.549119073792,3557.384772352212,4169.211748428018,7731.1843460688015,11422.767190333458,6127.276519433214,5296.520684660391,2119.8423945963864,3.366232130433171
1075,10101101110,92.0,41.0,61.0,293.0,234.0,160.0,244.0,547.0,7243.549119073792,3103.250546094483,2493.352124059893,3737.1283848066714,6573.479232173027,5924.721923749472,6360.166231989733,10638.10816370847,3.52716052803231
1076,10011110011,92.0,76.0,193.0,500.0,412.0,365.0,557.0,314.0,7243.549119073792,5752.366865931237,7888.802622025562,8525.32412784022,15005.852181640887,10431.561677712745,10853.525993156542,6106.701944066654,3.462741753143626
1077,10001101101,92.0,64.0,103.0,415.0,348.0,239.0,279.0,706.0,7243.549119073792,4844.098413415778,4210.086373412606,5582.335524804966,7516.396335148666,8811.124912242803,9008.426574319928,13730.355326468336,3.5549931522666753
1078,10000111010,92.0,95.0,189.0,295.0,362.0,547.0,591.0,115.0,7243.549119073792,7190.458582414046,7725.304122087209,12776.307665557808,15921.828795960078,9165.595454689354,6403.580335962359,2236.530966776004,3.359423388592464
1079,01001110001,92.0,102.0,119.0,254.0,394.0,391.0,439.0,111.0,7243.549119073792,7720.2818463813965,4864.080373166021,9132.607490371303,11826.87452018016,9975.813837424324,5513.591204523523,2158.7385853229252,3.3426393601148106
1080,01001101101,92.0,42.0,61.0,361.0,386.0,230.0,293.0,519.0,7243.549119073792,3178.9395838041046,2493.352124059893,5372.12205315959,7893.563176338923,9773.259241740581,7836.245767059022,10093.561493536921,3.5559807768916163
1081,01001000111,92.0,34.0,72.0,232.0,168.0,84.0,145.0,263.0,7243.549119073792,2573.427282127132,2942.9729988903655,1961.9924020235026,3906.370855184791,4253.646509358595,5036.036060824635,5114.849080539904,3.370837193485164
1082,01000110000,92.0,42.0,187.0,134.0,297.0,415.0,509.0,52.0,7243.549119073792,3178.9395838041046,7643.554872118032,9693.176748092304,13712.70872613144,7519.839364758945,2908.744966165953,1011.300958890019,3.323331742661942
1083,00111100001,92.0,56.0,101.0,305.0,269.0,163.0,409.0,317.0,7243.549119073792,4238.586111738806,4128.337123443429,3807.199542021797,11018.659860486756,6810.898279865845,6620.65085582549,6165.046230156462,3.4426204557840157
